Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market.1,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,RICs,bestMatch,symbol,error,best_RIC,RIC_LSE
154084948248,154084948248,3494442,EC,BM,BM,2017-02-02,Ramsdens Holdings PLC,5046725100.0,IPO,Live,United Kingdom,2017-02-02,,15.59002152,London AIM,Ordinary Or Common Shares,Offer for Sale|Firm Commitment|Offer for Subscription,na,Financials,Liberum Capital,Euro & Foreign Common Stock,0.86,-999.0,1.077,,,GB00BDR6V192,"['RFXR.L', 'RFXl.TRE', 'RSDEF.PQ', 'RSDEF.PK', 'RFXR.xt', 'RFXl.TPRM', 'RFXl.BCU', 'RFXl.TRU', 'RFXREUR.MIp^L17', 'RFXl.DAp^E20', 'RFXl.TWEA^J20', 'RFXl.TRXA^G21', 'RFXl.ICEM^J22', 'RFXl.ICEM^F21', 'RFXl.BCO']",{'RIC': 'RFXR.L'},GB00BDR6V192,,,RFXR.L
154084948299,154084948299,3559294,UKC,BM,BM,2017-11-27,Beeks Financial Cloud Group PLC,5059062374.0,IPO,Live,United Kingdom,2017-11-27,,7.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,na,Technology,Cenkos Securities PLC,UK Common Stock,0.5,-999.0,0.665,0.626,,GB00BZ0X8W18,"['BKSB.L', '1BZ.F', 'BKSl.TRE', '1BZ.SG', 'BKSB.xt', '1BZ.DEU', 'BKSl.TRU', 'BKSl.BCU', 'BKSBGBP.STp^J18', 'BKSBEUR.STp^J18', 'BKSBEUR.VIp^J18', 'BKSBGBP.VIp^J18', 'BKSl.TRXA^G21', 'BKSl.BCO']",{'RIC': 'BKSB.L'},GB00BZ0X8W18,,,BKSB.L
154084949280,154084949280,3196169,EC,JB|JB|JB,JB|JB|JB,2016-06-10,Draper Esprit PLC,5047749670.0,IPO,Live,United Kingdom,2016-06-10,,78.661641,London AIM|Irish Stk,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Numis Securities Ltd|Goodbody Stockbrokers|Zeus Capital Ltd,Euro & Foreign Common Stock,3.0,-999.0,4.278,4.367,,GB00BY7QYJ50,"['GROW.L', 'GROWGBP.xbo', 'GRW.F', 'GROWl.CHI', 'GROWl.BS', 'GROWl.TQ', 'GRW.SG', 'GRWXF.PK', 'GROWl.SIG', 'GROWl.ED', 'GROW.I', 'GROW.xt', 'GROWl.TRE', 'GRWXF.PQ', 'GRW.DEU', 'GROW.I1', 'GROWl.TPRM', 'GROWl.ICEM', 'GROWl.BCU', 'GROWl.EDM', 'GROWl.TRU', 'GROWl.EDv', 'GROWl.TXEA', 'GROWl.TBEA', 'GROWl.AQX', 'GROWl.TQ^B19', 'GROWl.TWEM^G23', 'GROWl.TRXA^B22', 'GROWl.ICEM^J22', 'GROWl.TWEM^F22', 'GROWl.DAp^E20', 'GROWl.TWEA^B21', 'GROWl.TXEA^A22', 'GROWl.ICEM^F21', 'GROWl.ICEM^C23', 'GROWl.TXEA^H23', 'GROWl.TRXA^E22', 'GROWl.TWEM^B22', 'GROWl.ICEM^E22', 'GROWl.TXEA^D23', 'GROWl.ICEM^L21', 'GROWl.TRXA', 'GROWl.TWEA', 'GROWl.BCO']",{'RIC': 'GROW.L'},GB00BY7QYJ50,,,GROW.L
154084949281,154084949281,3196169,EC,JB|JB|JB,JB|JB|JB,2016-06-10,Draper Esprit PLC,5047749670.0,IPO,Live,United Kingdom,2016-06-10,,78.661641,London AIM|Irish Stk,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Financials,Numis Securities Ltd|Goodbody Stockbrokers|Zeus Capital Ltd,Euro & Foreign Common Stock,3.0,-999.0,4.278,4.367,,GB00BY7QYJ50,"['GROW.L', 'GROWGBP.xbo', 'GRW.F', 'GROWl.CHI', 'GROWl.BS', 'GROWl.TQ', 'GRW.SG', 'GRWXF.PK', 'GROWl.SIG', 'GROWl.ED', 'GROW.I', 'GROW.xt', 'GROWl.TRE', 'GRWXF.PQ', 'GRW.DEU', 'GROW.I1', 'GROWl.TPRM', 'GROWl.ICEM', 'GROWl.BCU', 'GROWl.EDM', 'GROWl.TRU', 'GROWl.EDv', 'GROWl.TXEA', 'GROWl.TBEA', 'GROWl.AQX', 'GROWl.TQ^B19', 'GROWl.TWEM^G23', 'GROWl.TRXA^B22', 'GROWl.ICEM^J22', 'GROWl.TWEM^F22', 'GROWl.DAp^E20', 'GROWl.TWEA^B21', 'GROWl.TXEA^A22', 'GROWl.ICEM^F21', 'GROWl.ICEM^C23', 'GROWl.TXEA^H23', 'GROWl.TRXA^E22', 'GROWl.TWEM^B22', 'GROWl.ICEM^E22', 'GROWl.TXEA^D23', 'GROWl.ICEM^L21', 'GROWl.TRXA', 'GROWl.TWEA', 'GROWl.BCO']",{'RIC': 'GROW.L'},GB00BY7QYJ50,,,GROW.L
154084949588,154084949588,3254123,EC,BM,BM,2016-05-06,Green & Smart Holdings PLC,5050709552.0,IPO,Live,Malaysia,2016-05-06,,4.00000005,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Government Activity,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.09,-999.0,0.129,,,JE00BYTQ7945,"['BIONB.L^D23', '8YZ.F^F23', 'BIONl.TRE^D23', '8YZ.SG^F23', '8YZ.DEU^F23', 'BIONl.BCO^H23', 'BIONl.TRU^D23', 'BIONl.BCU^H23']",{'error': 'No best match available'},JE00BYTQ7945,,,
154084949912,154084949912,3560527,EC,JB|JB,JB|JB,2017-12-08,Mirriad Advertising PLC,5057351440.0,IPO,Live,United Kingdom,2017-11-15,,26.2000003,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Numis Securities Ltd|Northland Capital Partners Ltd,Euro & Foreign Common Stock,0.62,-999.0,0.793,,,GB00BF52QY14,"['MIRI.L', '8WQ.F', '8WQ.SG', 'MMDDF.PK', 'MIRIl.TRE', 'MMDDF.PQ', 'MIRI.xt', '8WQ.DEU', 'MIRIl.TRU', 'MIRIl.BCU', 'MIRIl.DAp^E20', 'MIRIl.TWEA^L20', 'MIRIl.TBEA^E22', 'MIRIl.TRXA^G21', 'MIRIl.TBEA^E21', 'MIRIl.TBEA^K21', 'MIRIl.BCO']",{'RIC': 'MIRI.L'},GB00BF52QY14,,,MIRI.L
154084949946,154084949946,3535019,EC,BM|GL,BM,2017-10-06,Alpha Financial Markets Consulting PLC,5055951629.0,IPO,Live,United Kingdom,2017-10-06,,125.4114624,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription,na,Industrials,Berenberg,Euro & Foreign Common Stock,1.6,-999.0,2.09,2.248,,GB00BF16C058,"['AFM.L', 'AFM.xt', 'AFMl.TRE', 'A9C.BE', 'AFMl.TRU', 'AFMl.BCU', 'AFMl.TPRM', 'AFMl.TRXA^G23', 'AFMl.TRXA^C22', 'AFMl.TWEA^I20', 'AFMl.TRXA^K20', 'AFMl.ICEM^A23', 'AFMl.BCO']",{'RIC': 'AFM.L'},GB00BF16C058,,,AFM.L
154084950256,154084950256,3287917,EC,JB|JB|GL,JB|JB,2016-06-06,Mereo BioPharma Group PLC,5046440207.0,IPO,Live,United Kingdom,2016-06-06,,11.35047602,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Cantor Fitzgerald Europe|RBC Europe Ltd,Euro & Foreign Common Stock,2.21,-999.0,3.191,3.967,,GB00BZ4G2K23,"['MPHM.L^L20', 'MAHG.F^B21', 'MPHl.TRE^L20', 'MAHG.SG^L20', 'MAHG.MU^L20', 'MPHl.TRU^L20', 'GB00BZ4G2K23.DAp^C21', 'MPHl.DAp^I20', 'MPHl.BCO^G21', 'MPHM.BN^A21', 'MPHl.BCU^G21', 'MPHl.TWEA^J20', 'MAHG.DEU^B21', 'MPHl.TRXA^K20', 'MPHl.DAp^E20', 'MPHl.DAp^C21']",{'error': 'No best match available'},GB00BZ4G2K23,,,
154084950366,154084950366,3516197,EC,BM,BM,2017-09-04,Destiny Pharma PLC,4296912846.0,IPO,Live,United Kingdom,2017-08-18,,15.2820189,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Cantor Fitzgerald Europe,Euro & Foreign Common Stock,1.57,-999.0,2.021,2.813,,GB00BDHSP575,"['DEST.L', 'DESTl.TRE', 'D89.F', 'DTTYF.PK', 'D89.SG', 'DTTYF.PQ', 'D89.DEU', 'DESTl.TRU', 'DESTl.BCU', 'DESTl.BCO']",{'RIC': 'DEST.L'},GB00BDHSP575,,,DEST.L
154084950439,154084950439,3549693,EC,BM,BM,2017-11-09,AfriTin Mining Ltd,5057991044.0,IPO,Live,South Africa,2017-11-09,,3.50000001,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Basic Materials,WH Ireland Ltd,Euro & Foreign Common Stock,0.039,-999.0,0.051,0.052,,GG00BD95V148,"['ATM.L', '9IA.F', 'ATMTF.PK', '9IA.SG', '9IA.MU', 'ATMl.TRE', '9IA.BE', 'ATMTF.PQ', 'ATM.xt', '9IA.GTX', 'ATMl.TRU', 'ATMl.TXEA', 'ATMl.BCU', 'ATMl.TPRM', 'ATM.NM', '9IA.DEU', 'ATMl.TRXA^K20', 'ATMl.ICEM^J22', 'ATMl.ICEM^G22', 'ATMl.DAp^E20', 'ATMl.TWEA^J20', 'ATMl.BCO']",{'RIC': 'ATM.L'},GG00BD95V148,,,ATM.L
154084950570,154084950570,3548843,EC,JB|JB,JB|JB,2017-11-20,The City Pub Group PLC,5045129943.0,IPO,Live,United Kingdom,2017-11-20,,46.6259391,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,na,Consumer Cyclicals,Liberum Capital|Berenberg,Euro & Foreign Common Stock,1.7,-999.0,2.146,2.409,,GB00BYWRS683,"['CPC.L', 'CPCl.TRE', '6QH.F', '6QH.SG', 'CPC.xt', 'CPCl.BCU', 'CPCl.TRU', '6QH.DEU', 'CPCEUR.STp^J18', 'CPCGBP.STp^J18', 'CPCl.TWEA^E21', 'CPCEUR.VIp^J18', 'CPCl.TRXA^L20', 'CPCl.TWEA^J20', 'CPCGBP.VIp^J18', 'CPCl.BCO']",{'RIC': 'CPC.L'},GB00BYWRS683,,,CPC.L
154084951264,154084951264,3462505,EC,BM,BM,2017-07-06,Tatton Asset Management PLC,5056409968.0,IPO,Live,United Kingdom,2017-06-22,,51.61935636,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Sale|Offer for Subscription,na,Financials,Zeus Capital Ltd,Euro & Foreign Common Stock,1.56,-999.0,2.023,2.452,,GB00BYX1P358,"['TAMT.L', 'TAMl.TQ', 'TAMl.SIG', '2T7.F', 'TAMl.TRE', '2T7.SG', '2T7.DEU', 'TAMl.BCU', 'TAMl.TRU', 'TAMl.TQ^B19', 'TAMl.TBEA^I21', 'TAMl.TWEA^J20', 'TAMl.DAp^E20', 'TAMl.TBEA^E22', 'TAMl.TRXA^K20', 'TAMl.BCO']",{'RIC': 'TAMT.L'},GB00BYX1P358,,,TAMT.L
154084951313,154084951313,3482858,EC,BM,BM,2017-07-20,Quiz PLC,5056440697.0,IPO,Live,United Kingdom,2017-07-20,,102.6541152,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Consumer Cyclicals,Panmure Gordon (UK) Ltd,Euro & Foreign Common Stock,1.61,-999.0,2.088,,,JE00BZ00SF59,"['QUIZ.L', 'QUIZl.TQ', 'QUIZl.TRE', 'QAB.F', 'QAB.SG', 'QAB.DEU', 'QUIZl.BCU', 'QUIZl.TRU', 'QUIZl.TBEA^I21', 'QUIZl.TRXA^I21', 'QUIZl.TXEA^G22', 'QUIZl.TRXA^K21', 'QUIZl.TWEA^J20', 'QUIZl.TRXA^L20', 'QUIZl.TBEA^B22', 'QUIZl.BCO']",{'RIC': 'QUIZ.L'},JE00BZ00SF59,,,QUIZ.L
154084951444,154084951444,3487199,UKC,BM,BM,2017-07-27,Verditek PLC,5055465117.0,IPO,Live,United Kingdom,2017-07-27,,2.75000004,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Stockdale Securities Ltd,UK Common Stock,0.09,-999.0,0.117,,,GB00BF2C0424,"['VDTK.L', '52Y.F', '52Y.SG', '52Y.MU', 'VDTKl.TRE', '52Y.BE', '52Y.GTX', '52Y.DEU', 'VDTKl.TPRM', 'VDTKl.ICEM', 'VDTKl.TRU', 'VDTKl.BCU', 'VDTKl.DAp^J20', 'VDTKl.TWEA^K20', 'GB00BF2C0424.GTX^J21', 'VDTKl.TRXA^K20', 'VDTKl.TBEA^E22', 'VDTKl.TXEA^G23', 'VDTKl.DAp^G21', 'VDTKl.BCO']",{'RIC': 'VDTK.L'},GB00BF2C0424,,,VDTK.L
154084951846,154084951846,3552358,EC,BM,BM,2017-11-24,Ten Lifestyle Group PLC,5059036526.0,IPO,Live,United Kingdom,2017-11-24,,32.19026792,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,na,Consumer Cyclicals,Jefferies International Ltd,Euro & Foreign Common Stock,1.34,-999.0,1.786,1.874,,GB00BF188X60,"['TENG.L', 'TENGl.TRE', 'TENG.xt', 'TENGl.TRU', 'TENGl.BCU', 'TENGl.TQ^B19', 'TNNLF.PQ^E23', 'TNNLF.PK^E23', 'TENGEUR.STp^J18', 'TENGGBP.STp^J18', 'TENGEUR.VIp^J18', 'TENGl.TRXA^G21', 'TENGGBP.VIp^J18', 'TENGl.TXEA^G23', 'TENGl.ICEM^C23', 'TENGl.TRXA^L21', 'TENGl.DAp^E20', 'TENGl.BCO']",{'RIC': 'TENG.L'},GB00BF188X60,,,TENG.L
154084951854,154084951854,3554900,EC,BM,BM,2017-11-14,Boku Inc,4298521163.0,IPO,Live,United States,2017-11-14,,44.40999974,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Industrials,Peel Hunt LLP,Euro & Foreign Common Stock,0.59,-999.0,0.776,,,USU7744C1063,"['BOKU.L', 'B04G.F', 'BOKUl.TRE', 'BOKU.xt', 'B04G.BE', 'BOKUl.TRU', 'B04G.GTX', 'BOKUl.TPRM', 'BOKUl.BCU', 'B04G.DEU', 'BOKUl.ICEM', 'B04.SG^A18', 'BOKUl.ICEM^A23', 'BOKUl.ICEM^D23', 'USU7744C1063.TRXA^G23', 'BOKUl.TBEA^I21', 'BOKUl.TRXA^L20', 'BOKUl.TBEA^F21', 'BOKUl.DAp^E20', 'BOKUl.TWEA^J20', 'BOKUl.ICEM^J22', 'BOKUl.ICEM^F22', 'BOKUl.BCO']",{'RIC': 'BOKU.L'},USU7744C1063,,,BOKU.L
154084951908,154084951908,3482154,EC,BM|CM,BM|CM,2017-08-08,Xpediator PLC,5057563949.0,IPO,Live,United Kingdom,2017-08-08,,4.99999992,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.24,-999.0,0.311,0.361,,GB00BF6P5V92,"['XPDl.BCU', 'XPD.L^G23', '92V.F^G23', 'XPDl.TRE^G23', 'XPDLF.PK^I20', '92V.SG^G23', 'XPDLF.PQ^I20', 'XPDl.TRXA^K20', '92V.DEU^G23', 'XPDl.TBEA^G23', 'XPDl.TWEA^J20', 'XPDl.TRU^G23', 'XPDl.BCO']",{'RIC': 'XPD.L^G23'},GB00BF6P5V92,,,
154084952031,154084952031,3559311,EC,BM,BM,2017-11-16,Keystone Law Group PLC,5050875383.0,IPO,Live,United Kingdom,2017-11-16,,14.4,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,na,Industrials,Panmure Gordon (UK) Ltd,Euro & Foreign Common Stock,1.6,-999.0,2.11,,,GB00BZ020557,"['KEYS.L', 'KEYSl.TRE', 'KEYS.xt', 'KEYSl.BCU', 'KEYSl.TRU', 'KEYSGBP.STp^J18', 'KEYSEUR.STp^J18', 'KEYSl.TWEA^J20', 'KEYSEUR.VIp^J18', 'KEYSl.TRXA^L20', 'KEYSGBP.VIp^J18', 'KEYSl.BCO']",{'RIC': 'KEYS.L'},GB00BZ020557,,,KEYS.L
154084952890,154084952890,3294904,EC,BM,BM,2016-07-05,Dorcaster PLC,5051008152.0,IPO,Live,United Kingdom,2016-07-05,,9.66,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,2.75031,Financials,Peel Hunt LLP,Euro & Foreign Common Stock,1.61,2.75,1.98,2.118,,GB00BDB79J29,"['XPF.L', '1EQ.F', 'XPFl.TRE', '1EQ.SG', 'XPF.xt', '1EQ.DEU', 'XPFl.BCU', 'XPFl.TRU', 'ESCEEUR.MIp^L17', 'XPFl.TBEA^G23', 'ESCl.TBEA^H21', 'XPFl.BCO']",{'RIC': 'XPF.L'},GB00BDB79J29,,,XPF.L
154084953386,154084953386,3297652,EC,BM|CM,BM|CM,2016-07-26,SEC SpA,5040191931.0,IPO,Live,Italy,2016-07-26,,3.40000056,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Industrials,WH Ireland Ltd,Euro & Foreign Common Stock,1.51,-999.0,1.983,2.016,,IT0005200453,"['SECN.L^C22', 'SECNl.TRE^C22', 'SECNl.TRU^C22', 'SECNl.BCU^H22', 'SECNl.BCO^H22']",{'error': 'No best match available'},IT0005200453,,,
154084954312,154084954312,3242309,UKC,BM,BM,2016-03-29,Harwood Wealth Management Group PLC,5004171364.0,IPO,Live,United Kingdom,2016-03-29,,9.99999999,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,N+1 Singer Capital Markets Ltd,UK Common Stock,0.81,-999.0,1.164,1.309,,GB00BYYWB172,"['HW.L^C20', 'HWl.TRE^C20', 'HWl.TRXA^L20', 'HWl.BCU^F20', 'HWl.BCO^F20', 'HWl.TWEA^J20']",{'error': 'No best match available'},GB00BYYWB172,,,
154084954593,154084954593,3510507,EC,BM,BM,2016-08-18,Loopup Group PLC,5051757507.0,IPO,Live,United Kingdom,2016-08-08,,8.5,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Panmure Gordon (UK) Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.316,,,GB00BYQP6S60,"['LOOP.L', 'LG3.F', 'LOOPl.TRE', 'LUPGF.PK', 'LG3.SG', 'LG3.BE', 'LUPGF.PQ', 'LOOP.xt', 'LOOPl.BCU', 'LOOPl.TRU', 'LG3.DEU', 'LOOPl.DAp^G21', 'LOOPl.TRXA^K20', 'LOOPl.TRXA^K21', 'LOOPl.TBEA^D23', 'LOOPl.TWEA^J20', 'LOOPl.TXEA^G23', 'LOOPl.BCO']",{'RIC': 'LOOP.L'},GB00BYQP6S60,,,LOOP.L
154084955603,154084955603,3497015,EC,BM,BM,2016-12-01,Oxford Biodynamics PLC,5035548501.0,IPO,Live,United Kingdom,2016-11-17,,20.00000024,London AIM,Ordinary Or Common Shares,Offer for Sale|Firm Commitment|Offer for Subscription,na,Healthcare,Stifel Nicolaus Europe Ltd,Euro & Foreign Common Stock,1.58,-999.0,1.988,2.016,,GB00BD5H8572,"['OBD.L', 'OXBOF.PK', 'LMQ.SG', 'OBDl.TQ', 'LMQ.F', 'OBDl.TRE', 'LMQ.BE', 'OXBOF.PQ', 'OBDl.TRU', 'OBDl.BCU', 'LMQ.DEU', 'OBDl.TBEA^I21', 'OBDl.TRXA^K20', 'OBDl.TWEA^G20', 'OBDl.TWEA^L20', 'OBDl.TBEA^E22', 'OBDl.DAp^J20', 'OBDl.BCO']",{'RIC': 'OBD.L'},GB00BD5H8572,,,OBD.L
154084956126,154084956126,3218117,IFC,BM|CM,BM|CM,2016-01-25,Birkin Student Homes PLC,5049968310.0,IPO,Announced,United Kingdom,2016-01-25,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Not Applicable|Sanlam Securities UK Ltd,International Future Common Stock,,-999.0,,,,,,,,,,
154084956266,154084956266,3275471,EC,BM,BM,2016-05-24,Directa Plus PLC,5017030957.0,IPO,Live,United Kingdom,2016-05-24,,13.0000005,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription|Offer for Sale,na,Industrials,Cantor Fitzgerald LP,Euro & Foreign Common Stock,0.75,-999.0,1.096,1.543,,GB00BSM98843,"['DCTA.L', '88K.F', 'DTPKF.PK', 'DCTAl.TRE', '88K.SG', 'DTPKF.PQ', '88K.DEU', 'DCTAl.TPRM', 'DCTAl.TRU', 'DCTAl.BCU', 'DCTAl.ICEM^C22', 'DCTAl.ICEM^A23', 'DCTAl.DAp^E20', 'DCTAl.BCO']",{'RIC': 'DCTA.L'},GB00BSM98843,,,DCTA.L
154084956312,154084956312,3270717,EC,BM,BM,2016-06-09,Time Out Group PLC,5001135123.0,IPO,Live,United Kingdom,2016-06-09,,90.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Liberum Capital,Euro & Foreign Common Stock,1.5,-999.0,2.118,1.968,,GB00BYYV0629,"['TMOT.L', 'TMOl.TRE', 'TOGG.BE', 'TMOl.BCU', 'TMOl.TRU', 'TMOl.TBEA^E22', 'TMOl.ICEM^D23', 'TMOl.TBEA^L21', 'TMOl.TRXA^K20', 'TMOl.BCO']",{'RIC': 'TMOT.L'},GB00BYYV0629,,,TMOT.L
154084957367,154084957367,3502099,IFC,BM,BM,2016-10-31,ARRIA NLG Plc,5038046242.0,IPO,Announced,United Kingdom,2022-02-15,,25.0,NewZealand|London AIM,Ordinary Shares,Offer for Subscription,na,Technology,To Be Announced,International Future Common Stock,,-999.0,,,,,,,,,,
154084957468,154084957468,3229625,EC,JB|JB,JB|JB,2016-03-14,Watkin Jones PLC,5050652519.0,IPO,Live,United Kingdom,2016-03-14,,131.340593,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,na,Industrials,Zeus Capital Ltd|Peel Hunt LLP,Euro & Foreign Common Stock,1.0,-999.0,1.43,,,GB00BD6RF223,"['WJG.L', 'WJGl.TQ', 'WKNJ.SG', 'WJGl.TRE', 'WKNJ.F', 'WJG.xt', 'WKNJ.BE', 'WJGl.AQX', 'WJGl.TRU', 'WKNJ.DEU', 'WJGl.TPRM', 'WJGl.TBEA', 'WJGl.BCU', 'WJPLF.PQ^L19', 'WJPLF.PK^L19', 'WJGl.TWEM^D22', 'WJGl.TWEA^B21', 'WJGl.ICEM^I22', 'WJGl.ICEM^C22', 'WJGl.TWEM^E21', 'WJGl.TXEA^G23', 'WJGl.TBEA^D23', 'WJGl.ICEM^F21', 'WJGl.TWEM^D23', 'WJGl.TRXA^K20', 'WJGl.TRXA^B22', 'WJGl.ICEM^B22', 'WJGl.DAp^E20', 'WJGl.ICEM^C23', 'WJGl.TWEA^D22', 'WJGl.BCO', 'WJGl.TWEA', 'WJGl.TRXA']",{'RIC': 'WJG.L'},GB00BD6RF223,,,WJG.L
154084958087,154084958087,3240696,EC,BM,BM,2016-05-05,Hotel Chocolat Group Plc(WAS 4E1040),5044197947.0,IPO,Live,United Kingdom,2016-05-05,,55.50973692,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,na,Consumer Non-Cyclicals,Liberum Capital,Euro & Foreign Common Stock,1.48,-999.0,2.143,2.744,,GB00BYZC3B04,"['HOTC.L', 'H0C.F', 'HCHOF.PK', 'HOTCl.TRE', 'H0C.BE', 'H0C.SG', 'HCHOF.PQ', 'H0C.MU', 'HOTC.xt', 'HOTCl.TRU', 'HOTCl.TPRM', 'HOTCl.BCU', 'H0C.DEU', 'HOTCl.TQ^K18', 'HOTCl.TRXA^F23', 'HOTCl.ICEM^A23', 'HOTCl.ICEM^F21', 'HOTCl.TBEA^G23', 'HOTCl.TWEA^J20', 'HOTCl.ICEM^L21', 'HOTCl.TRXA^H21', 'HOTCl.ICEM^K22', 'HOTCl.TRXA^H23', 'HOTCl.TRXA^B22', 'HOTCl.TWEA^G23', 'HOTCl.TBEA^E22', 'HOTCl.DAp^G21', 'HOTCl.TRXA^E22', 'HOTCl.TBEA^L21', 'HOTCl.TRXA^K21', 'HOTCl.TBEA^E21', 'HOTCl.TRXA^K20', 'HOTCl.BCO']",{'RIC': 'HOTC.L'},GB00BYZC3B04,,,HOTC.L
154084958312,154084958312,3225190,EC,BM,BM,2016-02-12,Shield Therapeutics PLC,5046664318.0,IPO,Live,United Kingdom,2016-02-12,,32.499993,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Healthcare,Liberum Capital,Euro & Foreign Common Stock,1.5,-999.0,2.114,,,GB00BYV81293,"['STXS.L', '1JS.F', '1JS.SG', 'SHIEF.PK', 'STXl.TRE', 'SHIEF.PQ', 'STXl.BCU', 'STXl.TXEA', 'STXl.TRU', '1JS.DEU', 'STXl.DAp^G21', '1JS.BN^L22', 'STXl.TRXA^K20', 'STXl.TXEA^K22', 'STXl.TRXA^I23', 'STXl.TBEA^E22', 'STXl.TWEA^I23', 'STXl.TXEA^I23', 'STXl.DAp^E20', 'STXl.TBEA^F21', 'STXl.TWEA^J20', 'STXl.BCO', 'STXl.VIp', 'STXl.TWEA']",{'RIC': 'STXS.L'},GB00BYV81293,,,STXS.L
154084958395,154084958395,3495093,EC,BM,BM,2017-02-21,Saffron Energy PLC,5053942530.0,IPO,Live,United Kingdom,2017-02-09,,2.5,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,Not Applicable,Euro & Foreign Common Stock,0.05,-999.0,0.062,0.092,,GB00BDCFP425,"['CORO.L', '8YY.F', '8YY.SG', '8YY.MU', 'COROl.TRE', 'COROl.BCU', '8YY.GTX', 'COROl.TRU', '8YY.DEU', 'COROl.TRXA^I21', 'COROl.TXEA^J22', 'COROl.TBEA^F21', 'COROl.DAp^G21', 'COROl.TBEA^I21', 'COROl.TWEA^I20', 'GB00BDCFP425.GTX^J21', 'COROl.TBEA^E22', 'SRONl.TRXA^K20', 'COROl.TBEA^G23', 'COROl.TXEA^D23', 'COROl.BCO']",{'RIC': 'CORO.L'},GB00BDCFP425,,,CORO.L
154084958846,154084958846,3497017,EC,BM,BM,2016-11-25,Warpaint London PLC,5052524884.0,IPO,Live,United Kingdom,2016-11-16,,22.9999998,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription,na,Consumer Cyclicals,Stockdale Securities Ltd,Euro & Foreign Common Stock,0.97,-999.0,1.21,1.37,,GB00BYMF3676,"['W7L.L', '1J2.F', 'W7Ll.TRE', '1J2.SG', 'WPNTF.PQ', 'WPNTF.PK', '1J2.BE', '1J2.DEU', 'W7Ll.TRU', 'W7Ll.BCU', 'W7Ll.ICEM^B23', 'W7Ll.TRXA^G23', 'W7Ll.TRXA^L20', 'W7Ll.DAp^I20', 'W7Ll.TWEA^I20', 'W7Ll.BCO', 'W7Ll.STp']",{'RIC': 'W7L.L'},GB00BYMF3676,,,W7L.L
