Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market.1,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,RICs,bestMatch,symbol,error,best_RIC,RIC_LSE
154084931042,154084931042,9958257,IFC,BM,BM,2015-03-09,Moguldom PLC,5045507171.0,IPO,Mandated,United Kingdom,2015-03-09,,8.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Placement|Offer for Subscription,na,Technology,Allenby Capital Ltd,International Future Common Stock,,-999.0,,,,,,,,,,
154084931218,154084931218,9880936,UKC,BM|CM,BM|CM,2015-03-10,Gate Ventures PLC,5045251120.0,IPO,Live,United Kingdom,2015-02-23,,3.242,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Financials,Beaumont Cornish,UK Common Stock,0.1,-999.0,0.15,0.226,,GB00BYX2WP92,"['GATEG.L^G15', 'GATEG.COf^F20', 'GATEG.CO^F20', 'GATEl.BCO^K15']",{'error': 'No best match available'},GB00BYX2WP92,,,
154084931682,154084931682,3145176,UKC,JB|JB,JB|JB,2015-08-11,Gloo Networks PLC,5046438664.0,IPO,Live,United Kingdom,2015-07-28,,30.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Liberum Capital|Numis Securities Ltd,UK Common Stock,1.2,-999.0,1.868,1.938,,GB00BYVTYD43,"['GLOO.L^F18', 'GLOOl.TRE^F18', 'GNPG.BE^F18', 'GB00BYVTYD43.TRXA^G21', 'GLOOl.TRXA^K20', 'GLOOl.BCO^B19']",{'error': 'No best match available'},GB00BYVTYD43,,,
154084932533,154084932533,3197666,EC,BM,BM,2015-12-24,Diurnal Group PLC,5047816584.0,IPO,Live,United Kingdom,2015-12-03,,25.34941296,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Numis Securities Ltd,Euro & Foreign Common Stock,1.44,-999.0,2.145,2.282,,GB00BDB6Q760,"['DNL.L^K22', '4UU.F^K22', 'DNLl.TRE^K22', '4UU.SG^K22', 'DNL.xt^K22', '4UU.DEU^K22', 'DNLl.ICEM^D22', 'DNLl.BCO^C23', 'DNLl.TRU^K22', 'DNLl.TWEA^K20', 'DNLl.ICEM^J22', 'DNLl.TRXA^G21', 'DNLl.BCU^C23']",{'error': 'No best match available'},GB00BDB6Q760,,,
154084932656,154084932656,3105553,EC,BM,BM,2015-05-18,Stride Gaming PLC,5045917943.0,IPO,Live,Jersey,2015-05-05,,11.19999936,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Cantor Fitzgerald Inc,Euro & Foreign Common Stock,1.32,-999.0,2.066,2.66,,JE00BWT5X884,"['STRST.L^J19', 'STRl.TRE^J19', '924.SG^J19', 'STRl.BCU^C20', 'STRl.ICEM^F21', 'STRl.BCO^C20', 'JE00BWT5X884=TRXA^L20', 'STRl.TRXA']",{'RIC': 'STRST.L^J19'},JE00BWT5X884,,,
154084933122,154084933122,3106861,EC,BM,BM,2015-05-08,Elegant Hotels Group PLC,5045944589.0,IPO,Live,United Kingdom,2015-05-08,,63.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,na,Consumer Cyclicals,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.545,,,GB00BWXSNY91,"['EHGE.L^L19', 'EHGl.TRE^L19', 'EHGl.TWEA^I20', 'EHGl.TRXA^K20', 'EHGl.BCO^D20', 'EHGl.BCU^D20']",{'error': 'No best match available'},GB00BWXSNY91,,,
154084933545,154084933545,8038603,IFC,BM,BM,2014-12-08,Camden Market Holdings Corp,5050270163.0,IPO,Announced,Israel,2014-12-08,,100.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable,International Future Common Stock,,-999.0,,,,,,,,,,
154084933884,154084933884,3129000,IFC,BM|CM,BM|CM,2015-06-18,Aries Telecoms Plc,5046276440.0,IPO,Unknown,Jersey,2015-06-18,,,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Not Applicable|Mirabaud Securities LLP,International Future Common Stock,,-999.0,,,,,,,,,,
154084934681,154084934681,7201647,UKC,BM,BM,2014-12-05,Management Resource Solutions Plc,5038079855.0,IPO,Live,United Kingdom,2014-11-13,,0.7250001,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Industrials,Northland Capital Partners Ltd,UK Common Stock,0.3,-999.0,0.467,,,GB00B8BL4R23,"['MRS.L^C20', 'MRSl.TRE^C20']",{'error': 'No best match available'},GB00B8BL4R23,,,
154084935041,154084935041,3114800,EC,BM,BM,2015-06-11,Adgorithms Ltd,5046040679.0,IPO,Live,Israel,2015-05-28,,26.99999883,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Liberum Capital,Euro & Foreign Common Stock,1.33,-999.0,2.063,2.156,,IL0011354904,"['ALBAL.L^H19', 'ALBl.TRE^H19', 'ADGRF.PQ^L20', 'ADGRF.PK^L20', 'ALBl.TWEA^J20', 'ALBl.TRXA^L20', 'ALBl.BCO^B20', 'ALBl.BCU^B20']",{'error': 'No best match available'},IL0011354904,,,
154084936089,154084936089,3107641,UKC,BM,BM,2015-05-27,Gateley (Holdings) Plc,5045947552.0,IPO,Live,United Kingdom,2015-05-12,,30.01044015,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment|Offer for Sale,na,Industrials,Cantor Fitzgerald Securities,UK Common Stock,0.95,-999.0,1.458,,,GB00BXB07J71,"['GTLY.L', '5I2.F', 'GTLYl.TRE', '5I2.SG', 'GTLYl.TRU', 'GTLYl.BCU', 'GTLYl.ICEM', '5I2.DEU', 'GTLYl.TPRM', 'GTLYl.TWEA^J20', 'GTLYl.TRXA^G21', 'GTLYl.TRXA^E22', 'GTLYl.TRXA^C23', 'GTLYl.ICEM^L22', 'GTLYl.BCO', 'GTLYl.TRXA']",{'RIC': 'GTLY.L'},GB00BXB07J71,,,GTLY.L
154084936419,154084936419,3194710,UKC,BM|CM,BM|CM,2015-12-03,Defenx PLC,5047747772.0,IPO,Live,United Kingdom,2015-12-03,,2.10996792,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Strand Hanson Ltd,UK Common Stock,1.48,-999.0,2.151,2.248,,GB00BYNF4J61,"['DFX.L^A20', 'DFXl.TRE^A20', 'DFXl.BCU^F20', 'DFXl.BCO^F20']",{'error': 'No best match available'},GB00BYNF4J61,,,
154084937061,154084937061,7201848,EC,BM|CM,BM|CM,2014-12-02,United Cacao Ltd SEZC,5044065234.0,IPO,Live,Cayman Islands,2014-11-13,,6.4,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Non-Cyclicals,VSA Capital Ltd,Euro & Foreign Common Stock,1.28,-999.0,2.001,2.174,,KYG9271M1078,"['CHOC.L^B17', '0U2.SG^B17', 'UCCDF.PK^K19', 'UCCDF.PQ^K19', 'CHOC.LM^B17', 'CHOCl.BCO^F17']",{'error': 'No best match available'},KYG9271M1078,,,
154084937319,154084937319,3196169,EC,JB|JB|JB,JB|JB|JB,2016-06-10,Draper Esprit PLC,5047749670.0,IPO,Live,United Kingdom,2016-06-10,,78.661641,London AIM|Irish Stk,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Numis Securities Ltd|Goodbody Stockbrokers|Zeus Capital Ltd,Euro & Foreign Common Stock,3.0,-999.0,4.278,4.367,,GB00BY7QYJ50,"['GROW.L', 'GROWGBP.xbo', 'GRW.F', 'GROWl.CHI', 'GROWl.BS', 'GROWl.TQ', 'GRW.SG', 'GRWXF.PK', 'GROWl.SIG', 'GROWl.ED', 'GROW.I', 'GROW.xt', 'GROWl.TRE', 'GRWXF.PQ', 'GRW.DEU', 'GROW.I1', 'GROWl.TPRM', 'GROWl.ICEM', 'GROWl.BCU', 'GROWl.EDM', 'GROWl.TRU', 'GROWl.EDv', 'GROWl.TXEA', 'GROWl.TBEA', 'GROWl.AQX', 'GROWl.TQ^B19', 'GROWl.TWEM^G23', 'GROWl.TRXA^B22', 'GROWl.ICEM^J22', 'GROWl.TWEM^F22', 'GROWl.DAp^E20', 'GROWl.TWEA^B21', 'GROWl.TXEA^A22', 'GROWl.ICEM^F21', 'GROWl.ICEM^C23', 'GROWl.TXEA^H23', 'GROWl.TRXA^E22', 'GROWl.TWEM^B22', 'GROWl.ICEM^E22', 'GROWl.TXEA^D23', 'GROWl.ICEM^L21', 'GROWl.TRXA', 'GROWl.TWEA', 'GROWl.BCO']",{'RIC': 'GROW.L'},GB00BY7QYJ50,,,GROW.L
154084937477,154084937477,3104140,UKC,BM,BM,2015-06-30,K&C REIT Plc,5045915775.0,IPO,Live,United Kingdom,2015-04-30,,35.6634,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Real Estate,Allenby Capital Ltd,UK Common Stock,1.0,-999.0,15.708,,,GB00BRKCYB38,,{'error': 'No best match available'},GB00BRKCYB38,Unknown symbol,,
154084939228,154084939228,3099995,EC,BM,BM,2015-05-07,Verseon Corp,4297337152.0,IPO,Live,United States,2015-04-22,,65.78947494,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Healthcare,Cenkos Securities PLC,Euro & Foreign Common Stock,2.02,-999.0,3.119,,,USU9221J1098,"['VSNl.TRE', 'VERS.L^L19', 'VERSl.TRE^L19', 'VERS.PK^L20', 'VERS.PQ^L20', 'VERS.xt^L19', 'VERSl.BCO^D20', 'VERSl.BCU^D20', 'VERSl.TRXA^G21']",{'RIC': 'VERS.L^L19'},USU9221J1098,,,
154084939973,154084939973,3199867,UKC,BM|CM,BM|CM,2016-11-14,Angus Energy PLC,5052508927.0,IPO,Live,United Kingdom,2016-10-28,,3.49999998,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,Not Applicable,UK Common Stock,0.06,-999.0,0.074,0.08,,GB00BYWKC989,"['ANGSA.L', 'A3R.SG', 'A3R.F', 'ANGSl.TRE', 'A3R.DEU', 'ANGSl.TRU', 'ANGSl.BCU', 'ANGSl.TRXA^I21', 'ANGSl.TXEA^G23', 'ANGSl.TRXA^K20', 'ANGSl.TWEA^J20', 'ANGSl.BCO']",{'RIC': 'ANGSA.L'},GB00BYWKC989,,,ANGSA.L
154084940402,154084940402,3516186,UKC,BM|CM,BM|CM,2017-08-31,Appscatter Group PLC,5057763989.0,IPO,Live,United Kingdom,2017-08-18,,9.0000001,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Technology,Smith & Williamson Corporate Finance Ltd,UK Common Stock,0.65,-999.0,0.84,,,GB00BF54H884,"['APPSA.L^J19', 'APPSl.TRE^J19', 'APPSl.BCO^B20', 'APPSl.DAp^E20', 'APPSl.BCU^B20']",{'error': 'No best match available'},GB00BF54H884,,,
154084940421,154084940421,3487199,UKC,BM,BM,2017-07-27,Verditek PLC,5055465117.0,IPO,Live,United Kingdom,2017-07-27,,2.75000004,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Stockdale Securities Ltd,UK Common Stock,0.09,-999.0,0.117,,,GB00BF2C0424,"['VDTK.L', '52Y.F', '52Y.SG', '52Y.MU', 'VDTKl.TRE', '52Y.BE', '52Y.GTX', '52Y.DEU', 'VDTKl.TPRM', 'VDTKl.ICEM', 'VDTKl.TRU', 'VDTKl.BCU', 'VDTKl.DAp^J20', 'VDTKl.TWEA^K20', 'GB00BF2C0424.GTX^J21', 'VDTKl.TRXA^K20', 'VDTKl.TBEA^E22', 'VDTKl.TXEA^G23', 'VDTKl.DAp^G21', 'VDTKl.BCO']",{'RIC': 'VDTK.L'},GB00BF2C0424,,,VDTK.L
154084942586,154084942586,3481472,EC,BM|CM,BM|CM,2017-08-03,Altus Strategies PLC,5057564107.0,IPO,Live,United Kingdom,2017-08-03,,1.11,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.1,-999.0,3.284,,,GB00BYT26M80,"['ALS.L^H22', 'ALSl.TRE^H22', 'ALTS.V^H22', 'ALTS.CCP^H22', 'ALTUF.PK^H22', 'ALTS.GO^H22', 'ALTUF.PQ^H22', 'ALTS.NED^H22', 'ALSl.BCO^A23', 'ALSl.TRXA^K20', 'ALTS.CXC^H22', 'ALTS.LNX^H22', 'ALTS.ALP^H22', 'ALSl.DAp^E20', 'ALSl.BCU^A23', 'ALTS.NLB^H22', 'ALTS.NBC^H22', 'ALSl.DAp^C21', 'ALSl.DAp^I20', 'ALTS.CXX^H22', 'ALTS.OMG^H22', 'ALSl.TRU^H22', 'ALTS.NEO^H22']",{'error': 'No best match available'},GB00BYT26M80,,,
154084942662,154084942662,3472357,EC,BM,BM,2017-07-24,Arena Events Group PLC,5056434780.0,IPO,Live,United Kingdom,2017-07-24,,60.00005,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale,na,Industrials,Cenkos Securities PLC,Euro & Foreign Common Stock,0.55,-999.0,0.716,0.749,,GB00BF0HYJ24,"['AREl.TPRM', 'ARE.L^B22', 'AREl.TRE^B22', '9FW.F^B22', '9FW.SG^B22', 'AEVEF.PK^B22', 'AEVEF.PQ^B22', 'AREl.TRXA^C22', 'AREl.TBEA^I21', 'AREl.TBEA^E22', 'AREl.BCO^G22', 'AREl.TWEA^C21', 'AREl.TRU^B22', 'AREl.TBEA^A22', 'AREl.TRXA^K20', 'AREl.BCU^G22', '9FW.DEU^B22', 'AREl.TWEA^J20']",{'RIC': 'ARE.L^B22'},GB00BF0HYJ24,,,
154084943615,154084943615,3265971,EC,BM,BM,2016-05-13,Oncimmune Holdings PLC,5050903730.0,IPO,Live,United Kingdom,2016-05-13,,11.0000007,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Government Activity,Zeus Capital Ltd,Euro & Foreign Common Stock,1.3,-999.0,1.867,1.934,,GB00BYQ94H38,"['ONCON.L', 'OCYG.F', 'ONCl.TRE', 'OCYG.SG', 'ONCON.xt', 'OCYG.DEU', 'ONCl.BCU', 'ONCl.TRU', 'OCMMF.PK^B22', 'OCMMF.PQ^B22', 'ONCl.TBEA^E21', 'ONCl.TXEA^G23', 'ONCl.TRXA^K20', 'ONCl.TBEA^G23', 'ONCl.TBEA^I21', 'ONCl.TBEA^E22', 'ONCl.TWEA^G23', 'ONCl.TWEA^K20', 'ONCl.TRXA^K21', 'ONCl.DAp^I20', 'ONCl.MCp^I20', 'ONCl.TRXA^G21', 'ONCl.BCO']",{'RIC': 'ONCON.L'},GB00BYQ94H38,,,ONCON.L
154084943616,154084943616,3266077,IFC,BM,BM,2016-04-25,Upham Group PLC,5043746233.0,IPO,Unknown,United Kingdom,2016-04-25,,12.0,London AIM,Ordinary Or Common Shares,Firm Commitment|Offer for Subscription,na,Consumer Cyclicals,Zeus Capital Ltd,International Future Common Stock,,-999.0,,,,,,,,,,
154084943789,154084943789,3481472,EC,BM|CM,BM|CM,2017-08-03,Altus Strategies PLC,5057564107.0,IPO,Live,United Kingdom,2017-08-03,,1.11,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,SP Angel Corporate Finance LLP,Euro & Foreign Common Stock,0.1,-999.0,3.284,,,GB00BYT26M80,"['ALS.L^H22', 'ALSl.TRE^H22', 'ALTS.V^H22', 'ALTS.CCP^H22', 'ALTUF.PK^H22', 'ALTS.GO^H22', 'ALTUF.PQ^H22', 'ALTS.NED^H22', 'ALSl.BCO^A23', 'ALSl.TRXA^K20', 'ALTS.CXC^H22', 'ALTS.LNX^H22', 'ALTS.ALP^H22', 'ALSl.DAp^E20', 'ALSl.BCU^A23', 'ALTS.NLB^H22', 'ALTS.NBC^H22', 'ALSl.DAp^C21', 'ALSl.DAp^I20', 'ALTS.CXX^H22', 'ALTS.OMG^H22', 'ALSl.TRU^H22', 'ALTS.NEO^H22']",{'error': 'No best match available'},GB00BYT26M80,,,
154084944000,154084944000,3462372,EC,BM,BM,2017-06-20,GYG PLC,5056410117.0,IPO,Live,United Kingdom,2017-06-20,,28.433078,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription|Firm Commitment,na,Industrials,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.262,,,GB00BZ4FM652,"['GYG.L^I22', '1U8.F^I22', 'GYGl.TRE^I22', '1U8.SG^I22', 'GYGEUR.MIp^L17', 'GYGEUR.STp^A18', '1U8.xt^I22', 'GYGl.TRU^I22', 'GYGl.TRXA^G21', 'GYGl.TBEA^A22', 'GYGl.TWEA^J20', 'GYGl.TBEA^F21', 'GYGl.BCO^A23', '1U8.DEU^I22', 'GYGl.TRXA^K20', 'GYGl.BCU^A23']",{'error': 'No best match available'},GB00BZ4FM652,,,
154084944015,154084944015,3463508,EC,BM,BM,2017-07-06,Nexus Infrastructure PLC,4298446048.0,IPO,Live,United Kingdom,2017-07-06,,35.01851125,London AIM,Ordinary Or Common Shares,Offer for Sale|Firm Commitment|Offer for Subscription,na,Industrials,Numis Securities Ltd,Euro & Foreign Common Stock,1.85,-999.0,2.399,2.46,,GB00BZ77SW60,"['NEXSN.L', 'NEXSl.TRE', 'NEXSl.BCU', 'NEXSl.TRU', 'NEXSl.BCO']",{'RIC': 'NEXSN.L'},GB00BZ77SW60,,,NEXSN.L
154084944064,154084944064,3492011,UKC,BM,BM,2017-04-07,Alpha FX Group PLC,5037826624.0,IPO,Live,United Kingdom,2017-04-07,,30.00000108,London AIM,Ordinary Or Common Shares,Offer for Sale|Offer for Subscription,na,Financials,Liberum Capital,UK Common Stock,1.96,-999.0,2.424,3.093,,GB00BF1TM596,"['ALPH.L', 'ALPH.xt', 'ALPHl.TRE', 'ALPHl.AQX', 'ALPHl.TRU', 'ALPHl.BCU', 'AFXl.TPRM', 'AFXl.ICEM^B22', 'AFXl.TWEA^L20', 'AFXl.TRXA^K21', 'AFXl.TRXA^C22', 'ALPHl.TRXA^G23', 'AFXl.TRXA^F22', 'ALPHl.TRXA^I23', 'AFXl.TRXA^H21', 'AFXl.TWEA^J20', 'ALPHl.BCO']",{'RIC': 'ALPH.L'},GB00BF1TM596,,,ALPH.L
154084944294,154084944294,3463703,UKC,BM,BM,2017-07-13,Angling Direct PLC,5018359141.0,IPO,Live,United Kingdom,2017-06-30,,9.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Consumer Cyclicals,Cenkos Securities PLC,UK Common Stock,0.64,-999.0,0.828,0.867,,GB00BF1XGQ00,"['ANG.L', 'ANGl.TRE', 'ANGl.BCU', 'ANGl.TRU', 'ANGl.BCO']",{'RIC': 'ANG.L'},GB00BF1XGQ00,,,ANG.L
154084944344,154084944344,3489399,EC,BM|CM|CM,BM|CM|CM,2017-07-24,I3 Energy PLC,5056388029.0,IPO,Live,United Kingdom,2017-07-17,,9.075,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Energy,WH Ireland Ltd,Euro & Foreign Common Stock,0.55,-999.0,0.711,0.554,,GB00BDHXPJ60,"['I3E.L', 'ITE.TO', 'I32.F', 'ITE.CCP', 'I32.SG', 'ITEEF.PK', 'I32.BE', 'I3El.TQ', 'I32.MU', 'I32.D', 'ITE.GO', 'I3El.TRE', 'ITEEF.PQ', 'ITE.ALP', 'I32.TG', 'ITE.CXX', 'I32.QTX', 'I3El.BCU', 'ITE.OMG', 'I32.DEU', 'I3El.TRU', 'I3El.AQX', 'IPO-MRGH.NBC', 'ITE.NBC', 'ITE.LNX', 'ITE.NEO', 'I3El.TXEA', 'ITE.CXC', 'ITE.CD2', 'ITE.NLB', 'I3El.TPRM', 'I32.GTX', 'ITE.NED', 'I3El.TXEA^H23', 'I3El.TRXA^G23', 'I3El.TWEA^J20', 'GB00BDHXPJ60.GTX^J21', 'I3El.ICEM^J21', 'I3El.DAp^G21', 'I3El.TBEA^I21', 'I3El.TRXA^L20', 'I3El.TBEA^E22', 'I3El.ICEM^F21', 'I3El.DAp^E20', 'I3El.ICEM^L22', 'I3El.ICEM^A22', 'I3El.BCO']",{'RIC': 'I3E.L'},GB00BDHXPJ60,,,I3E.L
154084944387,154084944387,3582272,EC,BM,BM,2017-12-22,CIP Merchant Capital Ltd,5059000168.0,IPO,Live,Guernsey,2017-12-21,,55.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Strand Hanson Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.336,1.336,,GG00BF8NW879,"['CIP.L^F22', 'CIPl.TRE^F22', 'LP68630785^F22', 'CIPl.TRU^F22']",{'error': 'No best match available'},GG00BF8NW879,,,
154084944437,154084944437,3463504,UKC,BM|CM|CM,BM|CM|CM,2017-06-29,Jangada Mines PLC,5056411480.0,IPO,Live,United Kingdom,2017-06-29,,2.25,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Not Applicable,UK Common Stock,0.05,-999.0,0.065,0.072,,GB00BZ11WQ61,"['JANJ.L', 'JMUG.F', 'JANl.TRE', 'JMUG.SG', 'JANl.TRU', 'JANl.BCU', 'JMUG.DEU', 'JANl.TBEA^E21', 'JANl.ICEM^K21', 'JANl.TRXA^K20', 'JANl.TBEA^B22', 'JANl.TBEA^K21', 'JANl.TWEA^J20', 'JANl.BCO']",{'RIC': 'JANJ.L'},GB00BZ11WQ61,,,JANJ.L
154084944902,154084944902,3482830,EC,BM|CM,BM|CM,2017-06-23,Phoenix Global Mining Ltd,5046039653.0,IPO,Live,United Kingdom,2017-06-13,,4.6,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Basic Materials,Not Applicable,Euro & Foreign Common Stock,0.04,-999.0,0.505,,,VGG7060R1055,,{'error': 'No best match available'},VGG7060R1055,Unknown symbol,,
154084946031,154084946031,3572976,EC,BM,BM,2017-12-18,Sumo Group PLC,5059969760.0,IPO,Live,United Kingdom,2017-12-18,,78.15,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Zeus Capital Ltd,Euro & Foreign Common Stock,1.0,-999.0,1.338,,,GB00BD3HV384,"['SUMOl.TPRM', 'SUMO.L^A22', '1RS.F^A22', 'SUMOl.TRE^A22', 'SUMGF.PK^A22', '1RS.SG^A22', '1RS.BE^A22', 'SUMOl.TQ^B19', 'SUMGF.PQ^A22', '1RS.xt^A22', 'SUMOl.TBEA^E22', 'SUMOl.TRXA^I21', 'SUMOl.TRXA^C22', '1RS.DEU^A22', 'SUMOl.BCU^H22', 'SUMOl.TRXA^K20', 'SUMOl.TBEA^L21', 'SUMOl.TXEA^G22', 'SUMOl.TRXA^L21', 'SUMOl.TWEA^I21', 'SUMOl.TWEA^B21', 'SUMOl.TRU^A22', 'SUMOl.BCO^H22', 'SUMOl.TWEM^E21']",{'RIC': 'SUMO.L^A22'},GB00BD3HV384,,,
154084946051,154084946051,3271345,IFC,BM|CM|CM|CM,BM|CM|CM|CM,2016-05-05,PrimaryBid Ltd,5045749232.0,IPO,Announced,United Kingdom,2016-05-05,,1.0,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Industrials,Not Applicable|Shore Capital Stockbrokers Limited|finnCap Ltd|Arden Partners Ltd,International Future Common Stock,,-999.0,,,,,,,,,,
154084946323,154084946323,3526346,EC,BM,BM,2017-10-10,Springfield Properties PLC,5015265069.0,IPO,Live,United Kingdom,2017-09-11,,25.00000036,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Nplus1 Singer Advisory LLP,Euro & Foreign Common Stock,1.06,-999.0,1.399,,,GB00BF1QPG26,"['SPRSP.L', '9MZ.F', 'SPRl.TRE', '9MZ.SG', 'SPRSP.xt', 'SPRl.TRU', '9MZ.DEU', 'SPRl.BCU', 'SPRl.TRXA^K20', 'SPRl.TRXA^G23', 'SPRl.BCO']",{'RIC': 'SPRSP.L'},GB00BF1QPG26,,,SPRSP.L
154084946683,154084946683,3509836,EC,BM|CM,BM|CM,2016-08-02,Franchise Brands PLC,5051605593.0,IPO,Live,United Kingdom,2016-08-02,,3.50000013,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Allenby Capital Ltd,Euro & Foreign Common Stock,0.33,-999.0,0.44,,,GB00BD6P7Y24,"['FRAN.L', 'FRANl.TRE', 'FRANl.BCU', 'FRANl.TRU', 'FRANl.BCO']",{'RIC': 'FRAN.L'},GB00BD6P7Y24,,,FRAN.L
154084946767,154084946767,3462602,EC,BM,BM,2017-06-29,Ethernity Networks Ltd,5056410146.0,IPO,Live,Israel,2017-06-29,,15.0000004,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,Arden Partners Ltd,Euro & Foreign Common Stock,1.4,-999.0,1.82,1.983,,IL0011410359,"['ENET.L', 'ENETF.PK', '82N.MU', '82N.F', 'ENETl.TRE', '82N.SG', 'ENETF.PQ', 'ENETl.TXEA', '82N.GTX', 'ENETl.TRU', 'ENETl.BCU', '82N.DEU', 'ENETl.DAp^G21', 'ENETl.TXEA^B23', 'IL0011410359.GTX^J21', 'ENETl.BCO', 'ENETl.VIp']",{'RIC': 'ENET.L'},IL0011410359,,,ENET.L
154084946939,154084946939,3577973,UKC,BM,BM,2017-12-14,Pelatro PLC,5057992551.0,IPO,Live,United Kingdom,2017-12-14,,4.6352675,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Technology,finnCap Ltd,UK Common Stock,0.625,-999.0,0.839,,,GB00BYXH8F66,"['PTROl.BCU', 'PTRO.L^I23', 'PTROl.TRE^I23', '7ZB.F^J23', 'GB00BYXH8F66.TRE^G21', '7ZB.SG^J23', 'PTRO.xt^I23', 'GB00BYXH8F66.TWEA^J20', 'GB00BYXH8F66.TRXA^G21', 'PTROl.TRU^I23', '7ZB.DEU^J23', 'PTRO.L^I23|PTRO.L^I23', 'PTROl.BCO']",{'RIC': 'PTRO.L^I23'},GB00BYXH8F66,,,
154084947330,154084947330,3479167,EC,JB|JB|JL,JB|JB|JL,2017-08-17,Wilmcote Holdings PLC,5057438410.0,IPO,Live,United Kingdom,2017-08-17,,15.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Firm Commitment,na,Financials,Numis Securities Ltd|Macquarie Capital(Europe)Ltd|Liberum Capital,Euro & Foreign Common Stock,1.2,-999.0,1.544,1.705,,JE00BZBYC658,"['450.L', '450l.TRE', '450l.BCU', '450l.TRU', 'WCHl.TRXA^G21', 'WCHl.TWEA^J20', '450l.BCO']",{'RIC': '450.L'},JE00BZBYC658,,,450.L
154084947382,154084947382,3231280,EC,BM,BM,2016-03-14,Yu Group PLC,5050473636.0,IPO,Live,United Kingdom,2016-03-14,,10.0000011,London AIM,Ordinary Or Common Shares,Offer for Subscription|Offer for Sale|Firm Commitment,5.00000,Energy,Shore Capital & Corporate Ltd,Euro & Foreign Common Stock,1.85,5.0,2.645,2.86,,GB00BYQDPD80,"['YU.L', 'YUl.TRE', 'YUl.TRU', 'YUl.BCU', 'YUl.TWEA^K20', 'YUl.TRXA^L20', 'YUl.BCO']",{'RIC': 'YU.L'},GB00BYQDPD80,,,YU.L
